"location","c130","height"
"DomWVL09056",65,24
"DomWVL09056",75,25
"DomWVL09056",75,25
"DomWVL09056",75,26
"DomWVL09056",75,26
"DomWVL09056",95,26.5
"DomWVL09056",105,26
"DomWVL09056",105,31
"DomWVL09056",115,27
"DomWVL09056",125,28
"DomWVL09056",125,31
"DomWVL09056",125,32
"DomWVL09056",125,32.5
"DomWVL09056",135,27
"DomWVL09056",135,32
"DomWVL09056",135,32
"DomWVL09056",135,32.5
"DomWVL09056",135,33
"DomWVL09056",135,33
"DomWVL09056",135,33.5
"DomWVL09056",135,34
"DomWVL09056",135,34
"DomWVL09056",145,27.5
"DomWVL09056",145,28
"DomWVL09056",145,30
"DomWVL09056",145,31
"DomWVL09056",145,31.5
"DomWVL09056",145,32.5
"DomWVL09056",145,32.5
"DomWVL09056",145,34
"DomWVL09056",145,34
"DomWVL09056",145,34
"DomWVL09056",145,34.5
"DomWVL09056",155,31.5
"DomWVL09056",155,32
"DomWVL09056",155,32
"DomWVL09056",155,32
"DomWVL09056",155,33
"DomWVL09056",155,33
"DomWVL09056",155,33.5
"DomWVL09056",155,34
"DomWVL09056",155,35
"DomWVL09056",155,35
"DomWVL09056",165,27.5
"DomWVL09056",165,32
"DomWVL09056",165,32
"DomWVL09056",165,33
"DomWVL09056",165,33
"DomWVL09056",165,33.5
"DomWVL09056",165,33.5
"DomWVL09056",165,33.5
"DomWVL09056",165,34
"DomWVL09056",165,34
"DomWVL09056",165,34
"DomWVL09056",165,35
"DomWVL09056",165,35
"DomWVL09056",165,36
"DomWVL09056",175,33
"DomWVL09056",175,33.5
"DomWVL09056",175,33.5
"DomWVL09056",175,34
"DomWVL09056",175,34
"DomWVL09056",175,34
"DomWVL09056",175,35
"DomWVL09056",175,36
"DomWVL09056",175,37
"DomWVL09056",185,34.5
"DomWVL09056",185,35
"DomWVL09056",185,36
"DomWVL09056",195,30
"DomWVL09056",195,31
"DomWVL09056",195,35
"DomWVL09056",195,35
"DomWVL09056",195,35
"DomWVL09056",195,36
"DomWVL09056",195,36
"DomWVL09056",195,36
"DomWVL09056",195,37
"DomWVL09056",205,33
"DomWVL09056",205,34
"DomWVL09056",205,34
"DomWVL09056",205,34
"DomWVL09056",205,36
"DomWVL09056",205,36
"DomWVL09056",215,33
"DomWVL09056",215,35
"DomWVL09056",215,35
"DomWVL09056",215,35
"DomWVL09056",215,36
"DomWVL09056",225,30
"DomWVL09056",225,36
"DomWVL09056",225,36.5
"DomWVL09056",225,36.5
"DomWVL09056",225,36.5
"DomWVL09172",85,20
"DomWVL09172",85,20
"DomWVL09172",85,20
"DomWVL09172",95,19
"DomWVL09172",105,19.5
"DomWVL09172",105,20
"DomWVL09172",105,21
"DomWVL09172",105,21
"DomWVL09172",105,22
"DomWVL09172",105,22
"DomWVL09172",105,22
"DomWVL09172",115,20
"DomWVL09172",115,20.5
"DomWVL09172",115,22
"DomWVL09172",115,22
"DomWVL09172",115,22
"DomWVL09172",125,21.5
"DomWVL09172",125,21.5
"DomWVL09172",125,21.5
"DomWVL09172",125,21.5
"DomWVL09172",125,23.5
"DomWVL09172",125,23.5
"DomWVL09172",125,23.5
"DomWVL09172",125,23.5
"DomWVL09172",125,25
"DomWVL09172",125,25
"DomWVL09172",125,25
"DomWVL09172",125,25
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",165,35
"DomWVL09172",175,21.5
"DomWVL09172",175,21.5
"DomWVL09172",175,21.5
"DomWVL09172",175,21.5
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",195,35
"DomWVL09172",215,23
"DomWVL09258",85,16
"DomWVL09258",125,21
"DomWVL09258",125,23.5
"DomWVL09258",125,25
"DomWVL09258",125,25.5
"DomWVL09258",125,28
"DomWVL09258",125,28.5
"DomWVL09258",135,22.5
"DomWVL09258",135,25.5
"DomWVL09258",135,31.5
"DomWVL09258",145,22
"DomWVL09258",145,24
"DomWVL09258",145,25
"DomWVL09258",145,25.5
"DomWVL09258",145,26
"DomWVL09258",145,27
"DomWVL09258",145,27
"DomWVL09258",145,27.5
"DomWVL09258",145,30
"DomWVL09258",145,30
"DomWVL09258",145,39
"DomWVL09258",155,24
"DomWVL09258",155,25
"DomWVL09258",155,29.5
"DomWVL09258",165,25
"DomWVL09258",165,27
"DomWVL09258",165,32
"DomWVL09258",165,32
"DomWVL09258",165,33.5
"DomWVL09258",165,34
"DomWVL09258",165,34.5
"DomWVL09258",165,35
"DomWVL09258",175,22
"DomWVL09258",175,26.5
"DomWVL09258",175,26.5
"DomWVL09258",175,31.5
"DomWVL09258",175,38.5
"DomWVL09258",175,38.5
"DomWVL09258",185,31
"DomWVL09258",185,32.5
"DomWVL09258",185,33
"DomWVL09258",185,33.5
"DomWVL09258",185,33.5
"DomWVL09258",185,34.5
"DomWVL09258",185,35
"DomWVL09258",195,24
"DomWVL09258",195,30
"DomWVL09258",195,30.5
"DomWVL09258",195,34.5
"DomWVL09258",205,30.5
"DomWVL09258",205,33
"DomWVL09258",205,34.5
"DomWVL09258",205,34.5
"DomWVL09258",205,36
"DomWVL09258",205,38.5
"DomWVL09258",215,39.5
"DomWVL09258",225,35
"DomWVL09258",235,30
"DomWVL09258",235,35.5
